simulation,nct_id,rank,simulated_score
33,NCT02057250,3,1.7165939958771175
34,NCT00996203,1,49.67753567117439
34,NCT02744196,2,18.71332954918559
34,NCT02057250,3,3.4615732427139836
35,NCT00996203,1,47.58806223290565
35,NCT02744196,2,15.710547345484956
35,NCT02057250,3,3.9478115035513524
36,NCT00996203,1,43.54847957951584
36,NCT02744196,2,8.464111355997254
36,NCT02057250,3,0.0
37,NCT00996203,1,44.428329260653136
37,NCT02744196,2,8.24919558164469
37,NCT02057250,3,0.0
38,NCT00996203,1,52.9645266021641
38,NCT02744196,2,12.311095931055998
38,NCT02057250,3,6.258561313955245
39,NCT00996203,1,49.91684299948788
39,NCT02744196,2,16.779319397180217
39,NCT02057250,3,7.966099060986305
40,NCT00996203,1,48.800310598417674
40,NCT02744196,2,14.280673419148982
40,NCT02057250,3,0.0
41,NCT00996203,1,44.34219100823781
41,NCT02744196,2,16.84010750092195
41,NCT02057250,3,9.057609131803428
42,NCT00996203,1,47.62688932425659
42,NCT02744196,2,15.991680621789941
42,NCT02057250,3,6.179758824748176
43,NCT00996203,1,49.06892008610116
43,NCT02744196,2,15.201457670293209
43,NCT02057250,3,2.549772455111471
44,NCT00996203,1,49.542534804309554
44,NCT02744196,2,11.405128598501554
44,NCT02057250,3,1.3515616121950151
45,NCT00996203,1,47.18851930532181
45,NCT02744196,2,9.12482992788573
45,NCT02057250,3,0.0
46,NCT00996203,1,47.28776658605335
46,NCT02744196,2,13.615661551380684
46,NCT02057250,3,8.168845946384193
47,NCT00996203,1,44.39432299299014
47,NCT02744196,2,14.575623035243341
47,NCT02057250,3,4.790524925524943
48,NCT00996203,1,48.146595725481504
48,NCT02744196,2,10.993635300057603
48,NCT02057250,3,0.0
49,NCT00996203,1,42.91017726596723
49,NCT02744196,2,10.039774582690912
49,NCT02057250,3,0.0
50,NCT00996203,1,51.70889854163604
50,NCT02744196,2,13.016906865849956
50,NCT02057250,3,6.419859359139535
51,NCT00996203,1,46.14876662285795
51,NCT02744196,2,14.490013647976335
51,NCT02057250,3,5.610745159753791
52,NCT00996203,1,47.72381151709708
52,NCT02744196,2,16.414848000548382
52,NCT02057250,3,2.4584285129741152
53,NCT00996203,1,43.756390517187704
53,NCT02744196,2,12.168160761307286
53,NCT02057250,3,0.5781157698116073
54,NCT00996203,1,46.242755113302856
54,NCT02744196,2,11.70122172813213
54,NCT02057250,3,1.9264583107616486
55,NCT00996203,1,45.687806294877795
55,NCT02744196,2,10.046644044862973
55,NCT02057250,3,0.0
56,NCT00996203,1,45.97612165732579
56,NCT02744196,2,13.263809162338426
56,NCT02057250,3,2.664548233422792
57,NCT00996203,1,52.63665642208406
57,NCT02744196,2,17.287837135486214
57,NCT02057250,3,6.326698929745285
58,NCT00996203,1,39.269861753384944
58,NCT02744196,2,13.350366513480546
58,NCT02057250,3,5.212662797864779
59,NCT00996203,1,50.69727093239589
59,NCT02744196,2,7.0671931767919975
59,NCT02057250,3,0.0
60,NCT00996203,1,45.19478805173474
60,NCT02744196,2,11.188567271822528
60,NCT02057250,3,0.0
61,NCT00996203,1,49.174708000652565
61,NCT02744196,2,14.88500494085893
61,NCT02057250,3,7.400951344440104
62,NCT00996203,1,49.74529131871335
62,NCT02744196,2,15.335070136118597
62,NCT02057250,3,0.9566641814858929
63,NCT00996203,1,50.96869002669895
63,NCT02744196,2,9.125230965851019
63,NCT02057250,3,0.27536657827740424
64,NCT00996203,1,50.30302306819237
64,NCT02744196,2,7.937064240919817
64,NCT02057250,3,0.0
65,NCT00996203,1,43.661565017391766
65,NCT02744196,2,8.083457575204656
65,NCT02057250,3,0.0
66,NCT00996203,1,50.86887945338363
66,NCT02744196,2,14.50860953249738
66,NCT02057250,3,2.4454789695366888
67,NCT00996203,1,50.35968864398138
67,NCT02744196,2,18.633600599265478
67,NCT02057250,3,10.757896482307752
68,NCT00996203,1,49.710646342505385
68,NCT02744196,2,11.51299366247651
68,NCT02057250,3,0.0
69,NCT00996203,1,45.01372933169626
69,NCT02744196,2,6.859441994684137
69,NCT02057250,3,0.0
70,NCT00996203,1,44.6777531802517
70,NCT02744196,2,15.315541586365436
70,NCT02057250,3,3.280220614274598
71,NCT00996203,1,48.96111991082815
71,NCT02744196,2,12.51605198096013
71,NCT02057250,3,1.5825837191106196
72,NCT00996203,1,48.39128326696922
72,NCT02744196,2,14.524610350396298
72,NCT02057250,3,8.997069663661852
73,NCT00996203,1,48.687979915956966
73,NCT02744196,2,14.774694596438101
73,NCT02057250,3,0.4403296140791284
74,NCT00996203,1,50.50436034332678
74,NCT02744196,2,16.189935010753388
74,NCT02057250,3,8.625609404374805
75,NCT00996203,1,42.06598677573607
75,NCT02744196,2,16.057706904658378
75,NCT02057250,3,5.711654301227245
76,NCT00996203,1,46.527525526795806
76,NCT02744196,2,11.356370061472878
76,NCT02057250,3,0.0
77,NCT00996203,1,46.080944221025774
77,NCT02744196,2,9.101377279068675
77,NCT02057250,3,0.0
78,NCT00996203,1,45.78318250074263
78,NCT02744196,2,9.471316916832718
78,NCT02057250,3,0.0
79,NCT00996203,1,46.95762585013629
79,NCT02744196,2,10.598846206558845
79,NCT02057250,3,2.084824712757835
80,NCT00996203,1,42.67568760399076
80,NCT02744196,2,14.911016310884815
80,NCT02057250,3,1.7185199753915774
81,NCT00996203,1,45.67831226350945
81,NCT02744196,2,10.634322785733781
81,NCT02057250,3,0.0
82,NCT00996203,1,53.09806176121542
82,NCT02744196,2,9.684098244618403
82,NCT02057250,3,5.233317023003646
83,NCT00996203,1,51.425713259306825
83,NCT02744196,2,10.697754619390329
83,NCT02057250,3,5.383137802558663
84,NCT00996203,1,48.8256650998722
84,NCT02744196,2,14.50993171003104
84,NCT02057250,3,1.371182794861545
85,NCT00996203,1,46.04172098622835
85,NCT02744196,2,13.723667793308811
85,NCT02057250,3,0.0
86,NCT00996203,1,41.19242644170251
86,NCT02744196,2,10.274378927400647
86,NCT02057250,3,0.0
87,NCT00996203,1,46.63115373829687
87,NCT02744196,2,8.165630334632274
87,NCT02057250,3,0.0
88,NCT00996203,1,51.226904658792705
88,NCT02744196,2,14.852035147415673
88,NCT02057250,3,5.479326780351842
89,NCT00996203,1,44.04976996974104
89,NCT02744196,2,11.029743544189568
89,NCT02057250,3,1.895856871586999
90,NCT00996203,1,41.52695948820056
90,NCT02744196,2,9.025430524392293
90,NCT02057250,3,0.0
91,NCT00996203,1,49.89650239384116
91,NCT02744196,2,15.335159280831059
91,NCT02057250,3,6.249285315460459
92,NCT00996203,1,41.731629400761925
92,NCT02744196,2,12.068959700003768
92,NCT02057250,3,2.328649056699787
93,NCT00996203,1,43.80455857789199
93,NCT02744196,2,8.1084472524552
93,NCT02057250,3,0.0
94,NCT00996203,1,49.530471220301294
94,NCT02744196,2,10.597206672897153
94,NCT02057250,3,0.0
95,NCT00996203,1,47.13713345460835
95,NCT02744196,2,11.938708827823753
95,NCT02057250,3,3.100608387448021
96,NCT00996203,1,45.86651403254021
96,NCT02744196,2,11.27363371372712
96,NCT02057250,3,1.5469235776565304
97,NCT00996203,1,48.78750145858291
97,NCT02744196,2,12.751197719334023
97,NCT02057250,3,0.5123804911574501
98,NCT00996203,1,40.84955250695952
98,NCT02744196,2,11.646499914423998
98,NCT02057250,3,0.0
99,NCT00996203,1,47.95091001308915
99,NCT02744196,2,8.568586428514198
99,NCT02057250,3,0.0
100,NCT00996203,1,44.8936045332783
100,NCT02744196,2,13.09227599831898
100,NCT02057250,3,4.428410258965926
101,NCT00996203,1,53.08090759682441
101,NCT02744196,2,11.677269430016857
101,NCT02057250,3,3.308262217273586
102,NCT00996203,1,43.65390467136233
102,NCT02744196,2,5.108364005123877
102,NCT02057250,3,0.0
103,NCT00996203,1,45.92459112838751
103,NCT02744196,2,11.423095114667474
103,NCT02057250,3,3.09562116720844
104,NCT00996203,1,50.011132952357414
104,NCT02744196,2,10.15947441937333
104,NCT02057250,3,0.0
105,NCT00996203,1,42.83586459860014
105,NCT02744196,2,9.351755406115176
105,NCT02057250,3,0.5560658452166015
106,NCT00996203,1,48.411746075981746
106,NCT02744196,2,8.62571537836707
106,NCT02057250,3,1.0981607595720728
107,NCT00996203,1,47.219327225384696
107,NCT02744196,2,16.81434964771247
107,NCT02057250,3,8.914423936899563
108,NCT00996203,1,44.70650368602572
108,NCT02744196,2,8.914684773450377
108,NCT02057250,3,0.0
109,NCT00996203,1,46.54454439271921
109,NCT02744196,2,11.536775726051845
109,NCT02057250,3,3.588644639530064
110,NCT00996203,1,42.8802972506041
110,NCT02744196,2,5.1828615447039965
110,NCT02057250,3,0.0
111,NCT00996203,1,46.30475430236331
111,NCT02744196,2,14.49768709657176
111,NCT02057250,3,5.561018490152688
112,NCT00996203,1,50.55792473716498
112,NCT02744196,2,16.259050604319103
112,NCT02057250,3,7.003553778087619
113,NCT00996203,1,43.688236719951426
113,NCT02744196,2,12.850355749762517
113,NCT02057250,3,4.263384224062845
114,NCT00996203,1,39.65012274475172
114,NCT02744196,2,13.614049769326881
114,NCT02057250,3,7.132781910992223
115,NCT00996203,1,49.99455898336495
115,NCT02744196,2,15.7677733580566
115,NCT02057250,3,1.3634427573290928
116,NCT00996203,1,54.609597449919434
116,NCT02744196,2,19.036004524992276
116,NCT02057250,3,11.57093550002835
117,NCT00996203,1,45.69094998686495
117,NCT02744196,2,13.379536881974433
117,NCT02057250,3,1.748131967968805
118,NCT00996203,1,51.070879622687684
118,NCT02744196,2,13.314418840815398
118,NCT02057250,3,4.49971034996936
119,NCT00996203,1,42.69897338192861
119,NCT02744196,2,12.306796009507329
119,NCT02057250,3,1.8406820849548644
120,NCT00996203,1,46.541896429572496
120,NCT02744196,2,7.288373755244843
120,NCT02057250,3,0.0
121,NCT00996203,1,42.14963978820275
121,NCT02744196,2,5.231544398791669
121,NCT02057250,3,0.0
122,NCT00996203,1,48.47480669729284
122,NCT02744196,2,9.35474219092108
122,NCT02057250,3,0.2622055267158268
123,NCT00996203,1,44.83352645766078
123,NCT02744196,2,15.52685676684859
123,NCT02057250,3,7.578901700253871
124,NCT00996203,1,43.694296910930234
124,NCT02744196,2,10.359002141592434
124,NCT02057250,3,0.0
125,NCT00996203,1,50.68955493423587
125,NCT02744196,2,10.3933651152096
125,NCT02057250,3,4.122415641325621
126,NCT00996203,1,44.87359009819298
126,NCT02744196,2,9.377951606787475
126,NCT02057250,3,0.0
127,NCT00996203,1,47.64259591527132
127,NCT02744196,2,10.24480093053224
127,NCT02057250,3,0.5380578229220327
128,NCT00996203,1,38.642134065374925
128,NCT02744196,2,10.884161251656478
128,NCT02057250,3,5.03097033964702
129,NCT00996203,1,43.283016105525284
129,NCT02744196,2,12.664715715224109
129,NCT02057250,3,0.09194801395526284
130,NCT00996203,1,44.9713478958875
130,NCT02744196,2,13.353863458794319
130,NCT02057250,3,0.0
131,NCT00996203,1,44.4496198119684
131,NCT02744196,2,14.703118253012265
131,NCT02057250,3,5.574522389520968
132,NCT00996203,1,44.428789928981644
132,NCT02744196,2,13.267079378426885
132,NCT02057250,3,3.3733216394533327
133,NCT00996203,1,43.96461069970105
133,NCT02744196,2,10.6406099306794
133,NCT02057250,3,4.479182593967743
134,NCT00996203,1,44.07181187382305
134,NCT02744196,2,8.54024901408453
134,NCT02057250,3,1.6281395254460131
135,NCT00996203,1,46.65934943482298
135,NCT02744196,2,18.39973177932889
135,NCT02057250,3,7.049617877432021
136,NCT00996203,1,46.17924103758883
136,NCT02744196,2,11.56827920119181
136,NCT02057250,3,6.467237597975436
137,NCT00996203,1,49.37685468546563
137,NCT02744196,2,12.760230134590616
137,NCT02057250,3,3.8182287006654483
138,NCT00996203,1,42.8010451992893
138,NCT02744196,2,11.042335770368112
138,NCT02057250,3,1.6622151140044081
139,NCT00996203,1,48.306143299543876
139,NCT02744196,2,9.26893911346643
139,NCT02057250,3,3.9339832465930384
140,NCT00996203,1,43.79580371252388
140,NCT02744196,2,11.547374147866776
140,NCT02057250,3,1.7833576863190732
141,NCT00996203,1,55.72327631666651
141,NCT02744196,2,19.097872792561127
141,NCT02057250,3,12.587725074938326
142,NCT00996203,1,47.64594163946679
142,NCT02744196,2,13.315674345265979
142,NCT02057250,3,2.2527103622705296
143,NCT00996203,1,43.15786323267579
143,NCT02744196,2,14.06618870598014
143,NCT02057250,3,2.7492912573763597
144,NCT00996203,1,51.267674220693735
144,NCT02744196,2,18.73359799492719
144,NCT02057250,3,12.151089279653128
145,NCT00996203,1,51.70139436860165
145,NCT02744196,2,18.17386141196583
145,NCT02057250,3,10.827585018524886
146,NCT00996203,1,42.7922752978714
146,NCT02744196,2,14.497272256834693
146,NCT02057250,3,0.0
147,NCT00996203,1,51.37065297588498
147,NCT02744196,2,14.661140177665194
147,NCT02057250,3,6.2849848398854995
148,NCT00996203,1,48.8292094669323
148,NCT02744196,2,13.821327178553227
148,NCT02057250,3,2.0626833257779245
149,NCT00996203,1,50.30695195669015
149,NCT02744196,2,12.937130603578636
149,NCT02057250,3,4.105406340546298
150,NCT00996203,1,42.84161575851492
150,NCT02744196,2,5.550383320523953
150,NCT02057250,3,0.0
151,NCT00996203,1,49.040029955993816
151,NCT02744196,2,8.404702714024616
151,NCT02057250,3,0.0
152,NCT00996203,1,42.67959958962913
152,NCT02744196,2,16.538711816312762
152,NCT02057250,3,5.93046321220007
153,NCT00996203,1,47.722749501430556
153,NCT02744196,2,16.591463676510454
153,NCT02057250,3,0.3091825590406887
154,NCT00996203,1,46.74592937224148
154,NCT02744196,2,12.464901083828323
154,NCT02057250,3,0.0
155,NCT00996203,1,47.17461662459689
155,NCT02744196,2,10.855606079991283
155,NCT02057250,3,3.4610956548848457
156,NCT00996203,1,48.492729053425734
156,NCT02744196,2,10.473250071916523
156,NCT02057250,3,2.0700592056592826
157,NCT00996203,1,47.835354858710296
157,NCT02744196,2,11.6541035053262
157,NCT02057250,3,0.0
158,NCT00996203,1,45.436323508008144
158,NCT02744196,2,10.052749319630356
158,NCT02057250,3,0.0
159,NCT00996203,1,46.356983962751166
159,NCT02744196,2,14.28647149206291
159,NCT02057250,3,6.581019070189743
160,NCT00996203,1,48.34921356944026
160,NCT02744196,2,10.046149459114268
160,NCT02057250,3,0.0
161,NCT00996203,1,50.16055531553663
161,NCT02744196,2,15.301204333393
161,NCT02057250,3,7.6649625028762145
162,NCT00996203,1,41.328117935217485
162,NCT02744196,2,9.098194521620892
162,NCT02057250,3,0.0
163,NCT00996203,1,42.666317252849424
163,NCT02744196,2,12.250551836289313
163,NCT02057250,3,0.7841388890463334
164,NCT00996203,1,49.25582506332237
164,NCT02744196,2,13.908005575593124
164,NCT02057250,3,8.967519105508973
165,NCT00996203,1,52.19924334963196
165,NCT02744196,2,10.09329744556415
165,NCT02057250,3,0.0
166,NCT00996203,1,42.555681415633416
166,NCT02744196,2,13.495900727248655
166,NCT02057250,3,0.0
167,NCT00996203,1,47.621612996046025
167,NCT02744196,2,15.135387436094794
167,NCT02057250,3,1.994340556964742
168,NCT00996203,1,42.488696017513185
168,NCT02744196,2,11.846374852494595
168,NCT02057250,3,2.859936711488656
169,NCT00996203,1,43.89716798390753
169,NCT02744196,2,15.828771003136351
169,NCT02057250,3,7.223241134052411
170,NCT00996203,1,43.46355540585276
170,NCT02744196,2,12.038969718179986
170,NCT02057250,3,4.332308026389725
171,NCT00996203,1,43.029096080809786
171,NCT02744196,2,8.65449251802363
171,NCT02057250,3,0.0
172,NCT00996203,1,40.539427662349645
172,NCT02744196,2,13.618071231420506
172,NCT02057250,3,0.6709293839206141
173,NCT00996203,1,43.628885968891026
173,NCT02744196,2,10.551304231845238
173,NCT02057250,3,0.0
174,NCT00996203,1,50.762299279374226
174,NCT02744196,2,12.816511380946869
174,NCT02057250,3,0.0
175,NCT00996203,1,49.14828539936409
175,NCT02744196,2,21.959014426457717
175,NCT02057250,3,12.449921092307696
176,NCT00996203,1,42.020782157779436
176,NCT02744196,2,11.714648575735042
176,NCT02057250,3,3.257003826782634
177,NCT00996203,1,42.77748994721133
177,NCT02744196,2,15.43408193536609
177,NCT02057250,3,4.094225357899668
178,NCT00996203,1,44.44221185506167
178,NCT02744196,2,16.313133307322673
178,NCT02057250,3,10.60652531455604
179,NCT00996203,1,48.59530677921791
179,NCT02744196,2,9.29461905985444
179,NCT02057250,3,0.0
180,NCT00996203,1,49.909619139817906
180,NCT02744196,2,13.9833604130096
180,NCT02057250,3,3.378351629221977
181,NCT00996203,1,47.41358721703134
181,NCT02744196,2,15.830091649866635
181,NCT02057250,3,4.964856059922791
182,NCT00996203,1,50.481668932909784
182,NCT02744196,2,11.859071575702512
182,NCT02057250,3,0.0
183,NCT00996203,1,46.266134952506164
183,NCT02744196,2,13.410168180206
183,NCT02057250,3,5.564069625171329
184,NCT00996203,1,49.706988699702
184,NCT02744196,2,8.844236137605256
184,NCT02057250,3,0.0
185,NCT00996203,1,49.39387095246008
185,NCT02744196,2,14.644951376718254
185,NCT02057250,3,3.6215253275065558
186,NCT00996203,1,43.212927063015094
186,NCT02744196,2,10.621958536649952
186,NCT02057250,3,0.0
187,NCT00996203,1,50.1505977104558
187,NCT02744196,2,13.150370083334293
187,NCT02057250,3,5.572924475091483
188,NCT00996203,1,46.7404480815827
188,NCT02744196,2,8.155711454258736
188,NCT02057250,3,0.0
189,NCT00996203,1,44.40119359896882
189,NCT02744196,2,12.773137516821064
189,NCT02057250,3,1.4672261467090875
190,NCT00996203,1,50.869105503368374
190,NCT02744196,2,13.360366953939213
190,NCT02057250,3,0.0
191,NCT00996203,1,54.20569246517258
191,NCT02744196,2,16.839119409335364
191,NCT02057250,3,0.9036244520970824
192,NCT00996203,1,49.11329642596709
192,NCT02744196,2,12.43701890056852
192,NCT02057250,3,5.872664040696504
193,NCT00996203,1,43.08807885955764
193,NCT02744196,2,10.852421782439741
193,NCT02057250,3,3.1231728313730245
194,NCT00996203,1,47.88233565118147
194,NCT02744196,2,13.867875091329458
194,NCT02057250,3,4.8736662941408975
195,NCT00996203,1,50.158426376641295
195,NCT02744196,2,16.68201032810013
195,NCT02057250,3,8.098504091515805
196,NCT00996203,1,43.94503140437642
196,NCT02744196,2,11.885933172232251
196,NCT02057250,3,2.092834187170831
197,NCT00996203,1,41.488568130676875
197,NCT02744196,2,5.774464755800062
197,NCT02057250,3,0.0
198,NCT00996203,1,46.66291350787239
198,NCT02744196,2,11.614422071255317
198,NCT02057250,3,0.0
199,NCT00996203,1,44.407904063928875
199,NCT02744196,2,11.640511702859808
199,NCT02057250,3,0.6910647059329909
200,NCT00996203,1,42.56248189946567
200,NCT02744196,2,7.1617329596976465
200,NCT02057250,3,0.0
201,NCT00996203,1,51.05396139801341
201,NCT02744196,2,13.986940117268073
201,NCT02057250,3,1.9538801844819316
202,NCT00996203,1,47.473508256754144
202,NCT02744196,2,9.664913894704494
202,NCT02057250,3,0.0
203,NCT00996203,1,42.818943763772154
203,NCT02744196,2,11.539393557281528
203,NCT02057250,3,0.0
204,NCT00996203,1,50.262248580741606
204,NCT02744196,2,7.361770961981638
204,NCT02057250,3,0.0
205,NCT00996203,1,40.67924211515237
205,NCT02744196,2,9.031527305923204
205,NCT02057250,3,0.0
206,NCT00996203,1,53.40574717070288
206,NCT02744196,2,12.07008298988995
206,NCT02057250,3,3.1741571851533785
207,NCT00996203,1,46.7496578552129
207,NCT02744196,2,18.575367317107073
207,NCT02057250,3,7.005617973104029
208,NCT00996203,1,44.87567645881248
208,NCT02744196,2,15.539919875719752
208,NCT02057250,3,5.3139275542075
209,NCT00996203,1,45.496901621448835
209,NCT02744196,2,13.041080261858376
209,NCT02057250,3,1.4970458639383764
210,NCT00996203,1,45.30919235743613
210,NCT02744196,2,15.50412828985781
210,NCT02057250,3,4.925767347189676
211,NCT00996203,1,46.975299619674345
211,NCT02744196,2,11.420071728929525
211,NCT02057250,3,0.0
212,NCT00996203,1,48.20864413312756
212,NCT02744196,2,15.795531922584013
212,NCT02057250,3,8.829261888923638
213,NCT00996203,1,51.84018245106452
213,NCT02744196,2,10.584754349886829
213,NCT02057250,3,2.852306481661687
214,NCT00996203,1,46.166701402965344
214,NCT02744196,2,5.36185522967962
214,NCT02057250,3,0.0
215,NCT00996203,1,48.394802747069825
215,NCT02744196,2,13.381142361846182
215,NCT02057250,3,5.654030803213965
216,NCT00996203,1,48.09606383893722
216,NCT02744196,2,16.244215785436836
216,NCT02057250,3,3.5319275072409595
217,NCT00996203,1,47.158033561917954
217,NCT02744196,2,15.696603854497793
217,NCT02057250,3,6.470715346568756
218,NCT00996203,1,43.762675815585865
218,NCT02744196,2,7.87853492030813
218,NCT02057250,3,3.613127604286566
219,NCT00996203,1,46.517180649555094
219,NCT02744196,2,14.714012841896404
219,NCT02057250,3,2.783569422983768
220,NCT00996203,1,46.84002337436792
220,NCT02744196,2,14.519394519550646
220,NCT02057250,3,2.3387763817258866
221,NCT00996203,1,47.42102902993205
221,NCT02744196,2,7.812711948767213
221,NCT02057250,3,0.0
222,NCT00996203,1,45.278648942787875
222,NCT02744196,2,8.882906907313766
222,NCT02057250,3,2.9248399624190413
223,NCT00996203,1,44.26074065873923
223,NCT02744196,2,12.708899549345215
223,NCT02057250,3,1.8033353685434264
224,NCT00996203,1,40.80861831495889
224,NCT02744196,2,12.31001526052713
224,NCT02057250,3,1.0890285410877296
225,NCT00996203,1,50.32554396487375
225,NCT02744196,2,15.00018614303544
225,NCT02057250,3,3.3081108396838745
226,NCT00996203,1,46.93623482864945
226,NCT02744196,2,16.936368034352128
226,NCT02057250,3,4.289911394009751
227,NCT00996203,1,47.56804723397055
227,NCT02744196,2,12.915607415677982
227,NCT02057250,3,0.0
228,NCT00996203,1,47.40039993450032
228,NCT02744196,2,12.721203847791774
228,NCT02057250,3,0.29313025735215076
229,NCT00996203,1,51.21073045141399
229,NCT02744196,2,16.097950907976717
229,NCT02057250,3,3.690598297200892
230,NCT00996203,1,49.48359483574245
230,NCT02744196,2,19.68083911652953
230,NCT02057250,3,16.41846084651806
231,NCT00996203,1,45.88162520423161
231,NCT02744196,2,8.411520540305647
231,NCT02057250,3,0.0
232,NCT00996203,1,45.66211216964506
232,NCT02744196,2,4.438526981250389
232,NCT02057250,3,0.0
233,NCT00996203,1,49.52775783401467
233,NCT02744196,2,16.805090755795977
233,NCT02057250,3,10.215007148409514
234,NCT00996203,1,44.67157717416864
234,NCT02744196,2,13.903812642391886
234,NCT02057250,3,6.380461032761449
235,NCT00996203,1,48.31060915235387
235,NCT02744196,2,9.119135652139514
235,NCT02057250,3,0.4629627852639037
236,NCT00996203,1,41.87342784734495
236,NCT02744196,2,19.541097582728202
236,NCT02057250,3,6.3420444036440955
237,NCT00996203,1,49.53606133959209
237,NCT02744196,2,12.826718673872293
237,NCT02057250,3,1.0036492737222336
238,NCT00996203,1,48.269134580264605
238,NCT02744196,2,13.839130028990034
238,NCT02057250,3,6.076981253550141
239,NCT00996203,1,50.272803775720156
239,NCT02744196,2,13.422728924572317
239,NCT02057250,3,5.8154199109442395
240,NCT00996203,1,52.5641060119988
240,NCT02744196,2,12.27015791941653
240,NCT02057250,3,0.0
241,NCT00996203,1,49.671979471927244
241,NCT02744196,2,15.301145001044844
241,NCT02057250,3,8.362074634234004
242,NCT00996203,1,47.60262083617165
242,NCT02744196,2,13.440479530322877
242,NCT02057250,3,2.3736981455512565
243,NCT00996203,1,50.769801028652
243,NCT02744196,2,11.88210563263606
243,NCT02057250,3,4.608345259776086
244,NCT00996203,1,41.09238559786935
244,NCT02744196,2,12.453387654722048
244,NCT02057250,3,5.8103962910351985
245,NCT00996203,1,49.1549986817762
245,NCT02744196,2,14.012264228696747
245,NCT02057250,3,0.1381148199247429
246,NCT00996203,1,47.100243637704786
246,NCT02744196,2,12.94688352489578
246,NCT02057250,3,3.7879147633391863
247,NCT00996203,1,43.739930776688205
247,NCT02744196,2,7.418701164621898
247,NCT02057250,3,0.0
248,NCT00996203,1,43.56526476855277
248,NCT02744196,2,10.547040691833923
248,NCT02057250,3,0.06898746643564294
249,NCT00996203,1,39.222914386395054
249,NCT02744196,2,11.85173826535722
249,NCT02057250,3,0.0
250,NCT00996203,1,47.440270894550714
250,NCT02744196,2,14.3873198173917
250,NCT02057250,3,2.654402096879621
251,NCT00996203,1,52.97763589715664
251,NCT02744196,2,12.489228111298834
251,NCT02057250,3,1.862372276104765
252,NCT00996203,1,50.80183160254047
252,NCT02744196,2,15.74645237140268
252,NCT02057250,3,5.935560174556084
253,NCT00996203,1,42.71602212820362
253,NCT02744196,2,8.037120695445783
253,NCT02057250,3,0.0
254,NCT00996203,1,47.06893078178772
254,NCT02744196,2,14.37770173487717
254,NCT02057250,3,2.020447852062252
255,NCT00996203,1,45.984314925616786
255,NCT02744196,2,12.221394976307423
255,NCT02057250,3,4.812419523327641
256,NCT00996203,1,46.60224242496086
256,NCT02744196,2,13.673788598860234
256,NCT02057250,3,0.0
257,NCT00996203,1,42.535696993350605
257,NCT02744196,2,5.737843222376258
257,NCT02057250,3,0.0
258,NCT00996203,1,47.86507785909938
258,NCT02744196,2,13.94032310914153
258,NCT02057250,3,5.103598196666543
259,NCT00996203,1,54.127513446050045
259,NCT02744196,2,11.137918140650036
259,NCT02057250,3,0.3642173320435313
260,NCT00996203,1,51.22067085760755
260,NCT02744196,2,13.37946942820456
260,NCT02057250,3,1.5930590992546525
261,NCT00996203,1,49.81677058395718
261,NCT02744196,2,11.610411176317951
261,NCT02057250,3,4.0794889193623405
262,NCT00996203,1,48.874156375573385
262,NCT02744196,2,12.938715663710381
262,NCT02057250,3,0.0
263,NCT00996203,1,42.669426015708325
263,NCT02744196,2,14.203617595750554
263,NCT02057250,3,3.151517728708052
264,NCT00996203,1,46.46402458546661
264,NCT02744196,2,18.524268639539052
264,NCT02057250,3,10.082571070973954
265,NCT00996203,1,45.43824874554768
265,NCT02744196,2,11.476290640169012
265,NCT02057250,3,0.0
266,NCT00996203,1,46.42846580897681
266,NCT02744196,2,12.705844198213928
266,NCT02057250,3,2.795334685758351
267,NCT00996203,1,50.033749620631404
267,NCT02744196,2,14.694707345089247
267,NCT02057250,3,4.799670930240354
268,NCT00996203,1,43.91272178178066
268,NCT02744196,2,4.347931825163822
268,NCT02057250,3,0.0
269,NCT00996203,1,45.89556369769933
269,NCT02744196,2,17.776526436455946
269,NCT02057250,3,6.869612999625872
270,NCT00996203,1,43.27393069765097
270,NCT02744196,2,10.060519371511303
270,NCT02057250,3,0.0
271,NCT00996203,1,49.50570098380814
271,NCT02744196,2,11.679015112678087
271,NCT02057250,3,2.8615133173408034
272,NCT00996203,1,49.421016961704694
272,NCT02744196,2,9.806247816739338
272,NCT02057250,3,4.78138706701843
273,NCT00996203,1,43.99322323970894
273,NCT02744196,2,6.064629131241193
273,NCT02057250,3,0.0
274,NCT00996203,1,48.233884011458386
274,NCT02744196,2,17.49217002871677
274,NCT02057250,3,9.66265738853914
275,NCT00996203,1,47.15854608069703
275,NCT02744196,2,17.649887779707015
275,NCT02057250,3,9.12928418393648
276,NCT00996203,1,42.78920235627919
276,NCT02744196,2,11.528612806046825
276,NCT02057250,3,2.196434595061188
277,NCT00996203,1,42.79979030537004
277,NCT02744196,2,10.409183548644375
277,NCT02057250,3,3.014320360149204
278,NCT00996203,1,43.26477246342421
278,NCT02744196,2,11.747005293215826
278,NCT02057250,3,0.0
279,NCT00996203,1,44.93225254530353
279,NCT02744196,2,15.109341244819655
279,NCT02057250,3,5.059473081569181
280,NCT00996203,1,52.32235188787089
280,NCT02744196,2,11.023230987471134
280,NCT02057250,3,0.465572275935925
281,NCT00996203,1,45.34625855735673
281,NCT02744196,2,11.971634810349899
281,NCT02057250,3,2.5330323374864263
282,NCT00996203,1,50.318823837873275
282,NCT02744196,2,17.301932999851523
282,NCT02057250,3,6.874876693180967
